file,review_method,review_focus,finding_ids,sha256,status,verification
infra/environments/outputs.tf,Direct operational source/configuration review; not executed,"outputs.tf: deployment, boundaries, failure handling and referenced paths",,8204a61ee6b4e2de76ab3d223d7a465d88f1d9b40d249a49cbadffdd0df432fb,inspected; no separate finding recorded,Not executed; static audit only
infra/environments/variables.tf,Direct operational source/configuration review; not executed,"variables.tf: deployment, boundaries, failure handling and referenced paths",,bd96f30c6e7255f72481fd19b20bc9bc3a08a385e876c4501e3d2c002a50b565,inspected; no separate finding recorded,Not executed; static audit only
infra/environments/versions.tf,Direct operational source/configuration review; not executed,"versions.tf: deployment, boundaries, failure handling and referenced paths",,6e4029fee6f319ce0dfa9cd453e0de2066d8195c91e88c2511420ef552dc15a4,inspected; no separate finding recorded,Not executed; static audit only
infra/monitoring/.gitkeep,Direct operational source/configuration review; not executed,".gitkeep: deployment, boundaries, failure handling and referenced paths",,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,inspected; no separate finding recorded,Not executed; static audit only
infra/monitoring/README.md,Direct operational source/configuration review; not executed,"README.md: deployment, boundaries, failure handling and referenced paths",,0718bbe9f8e3519ce8e94ffb08e9931732289b92017b67065913f992ccc10d9d,inspected; no separate finding recorded,Not executed; static audit only
infra/monitoring/otel-collector.yaml,Direct operational source/configuration review; not executed,"otel-collector.yaml: deployment, boundaries, failure handling and referenced paths",,5efaef10e006ccdaab8f82cb187b8ee9c0b58bb408b8bc1adfd6d3b9f516a406,inspected; no separate finding recorded,Not executed; static audit only
infra/monitoring/phase5-rules.test.yaml,Direct operational source/configuration review; not executed,"phase5-rules.test.yaml: deployment, boundaries, failure handling and referenced paths",,5bd1997377a21230feb344bd9ff8421c72a4f65fb7faba099763d0086d977ed8,inspected; no separate finding recorded,Not executed; static audit only
infra/monitoring/prometheus-rules.yaml,Direct operational source/configuration review; not executed,"prometheus-rules.yaml: deployment, boundaries, failure handling and referenced paths",,0f9a5c8425b9894ff95f3c763aa3569472f747f0caaade5513634f4688147373,inspected; no separate finding recorded,Not executed; static audit only
infra/postgres/development-logins.sql,Direct operational source/configuration review; not executed,"development-logins.sql: deployment, boundaries, failure handling and referenced paths",,04dd9698abcb4c94d8cf88078f34f0b2d1d3812af7f30ad25ad727429e6a8afe,inspected; no separate finding recorded,Not executed; static audit only
infra/postgres/roles.sql,Direct operational source/configuration review; not executed,"roles.sql: deployment, boundaries, failure handling and referenced paths",,cf862484e576b3b485f3c856a374e305b65d665ff17e770078b5ba0bb621127b,inspected; no separate finding recorded,Not executed; static audit only
internal/access/admin_roles_test.go,Test source read; not executed,Role permissions and fresh identity requirements,,29758d0dd06b0b0df5fd288c4f3b035940622dfb263a1a77a1db3995871136a2,inspected; no separate finding recorded,Not executed; static audit only
internal/access/authority.go,Direct source and cross-file review,Role permissions and fresh identity requirements,,aedab9c945f66fa96af0ed454387b4544ea612db61de05baa3cb04a794fe3f7e,inspected; no separate finding recorded,Not executed; static audit only
internal/access/roles.go,Direct source and cross-file review,Role permissions and fresh identity requirements,,2a29c4de065f081d082816ad4ef5677a6fe4521e43042b67e669d6b29c91c897,inspected; no separate finding recorded,Not executed; static audit only
internal/access/roles_test.go,Test source read; not executed,Role permissions and fresh identity requirements,,1a623bdfdac96b42e837b356f876ee7610cf9cdfbde754962b0d929fc3cc7067,inspected; no separate finding recorded,Not executed; static audit only
internal/agreementdocs/document.go,Direct source and cross-file review,Accepted agreement presentation and canonical evidence,,8c0a60e027c3c9f9b117acf477ecc8e623f576c658f468c4d552e3ddaf1c49b3,inspected; no separate finding recorded,Not executed; static audit only
internal/agreementdocs/document_test.go,Test source read; not executed,Accepted agreement presentation and canonical evidence,,d1561e33d5155cea801859bd89b0146fcbd5914bc923468388a2b4d2a9e07077,inspected; no separate finding recorded,Not executed; static audit only
internal/audit/audit_postgres_test.go,Test source read; not executed,"Audit persistence, scope and redaction",,71918be762376382652b46ee14350e59d40688d84ce36811b604906e3c9d1394,inspected; no separate finding recorded,Not executed; static audit only
internal/audit/domain_activity_postgres_test.go,Test source read; not executed,"Audit persistence, scope and redaction",,e5cff7594b653293cced8a29b077edc903e0a0c0915da7e22d2b4be84acc8886,inspected; no separate finding recorded,Not executed; static audit only
internal/audit/store.go,Direct source and cross-file review,"Audit persistence, scope and redaction",,8a2a2a7958c64e1ff1b1048d0c789a4ef3b526d09ed7effb9e7930b5651ff835,inspected; no separate finding recorded,Not executed; static audit only
internal/audit/store_test.go,Test source read; not executed,"Audit persistence, scope and redaction",,eb2ea9481401fad50131d395b5236cbeaba7d9b4dd861ffffd3a5964c2edd111,inspected; no separate finding recorded,Not executed; static audit only
internal/auth/audit_postgres_test.go,Test source read; not executed,"OTP, sessions, MFA, account status and replay limits",,2dd681593dbf3c5efe0bf51922908815527838026f2441e8dd1ae32e0c477805,inspected; no separate finding recorded,Not executed; static audit only
internal/auth/fuzz_test.go,Test source read; not executed,"OTP, sessions, MFA, account status and replay limits",,c13aabbbc85a71b3d318bc8b9b9b179d9ea733941d1cfef0001510f365b35066,inspected; no separate finding recorded,Not executed; static audit only
internal/auth/postgres.go,Direct source and cross-file review,"OTP, sessions, MFA, account status and replay limits",,62d400d92ec57307ee0db6642ff26271ff41230ce77c0566ef053221fcad67a1,inspected; no separate finding recorded,Not executed; static audit only
internal/auth/postgres_test.go,Test source read; not executed,"OTP, sessions, MFA, account status and replay limits",,426b9a66547def9adcc91cdc1c2481a3519254da3a2af7e61c35fa967a5da4e2,inspected; no separate finding recorded,Not executed; static audit only
internal/auth/store.go,Direct source and cross-file review,"OTP, sessions, MFA, account status and replay limits",,ebdea59c640bbdf80d0ff90629e4d40577be3d03005171cc9bd6802ef62f2ca2,inspected; no separate finding recorded,Not executed; static audit only
internal/auth/store_test.go,Test source read; not executed,"OTP, sessions, MFA, account status and replay limits",,de4ddb3817c67159539807ca93e627ef4454aee93ca1784244c24c466e540a40,inspected; no separate finding recorded,Not executed; static audit only
internal/auth/target_test.go,Test source read; not executed,"OTP, sessions, MFA, account status and replay limits",,55f5168d614bac4b1e5da143fe83b7f4080fe686105b16646b3bdbb3dd1e8ca0,inspected; no separate finding recorded,Not executed; static audit only
internal/businesspolicy/policy.go,Direct source and cross-file review,"Versioned policy changes, approval authority and financial terms",,07432678ec9ccba4d544b203a0fc3f61a0d5248927ec5bd614e155ee47c66405,inspected; no separate finding recorded,Not executed; static audit only
internal/businesspolicy/policy_test.go,Test source read; not executed,"Versioned policy changes, approval authority and financial terms",,7ce370d78f6374c8689337d75b96aa437efd0c20e48e643f0f9fabdc50d292d2,inspected; no separate finding recorded,Not executed; static audit only
internal/businesspolicy/store.go,Direct source and cross-file review,"Versioned policy changes, approval authority and financial terms",,118b168bdf26ad0e4259a5d8de2ecf8bed9fa8f3c3de7d9ba05da6d4f21c8db0,inspected; no separate finding recorded,Not executed; static audit only
internal/businesspolicy/store_test.go,Test source read; not executed,"Versioned policy changes, approval authority and financial terms",,90f637106126eecfc87ba04c8a0c2f1334b94aae69d765ad2853c723c03cacbe,inspected; no separate finding recorded,Not executed; static audit only
internal/buyers/audit_postgres_test.go,Test source read; not executed,"Invitation ownership, business identity, consent and onboarding recovery",,9535ef3a60a706d281318ac306f035c9afb21bfa74ef129923d122e38837e9d5,inspected; no separate finding recorded,Not executed; static audit only
internal/buyers/postgres.go,Direct source and cross-file review,"Invitation ownership, business identity, consent and onboarding recovery",F020;F028,6f80d59feea4e151fc0cab4d39e41b03f6bca437a8be3a7240c7d77257fadfdc,inspected; findings open,Not executed; static audit only
internal/buyers/postgres_test.go,Test source read; not executed,"Invitation ownership, business identity, consent and onboarding recovery",,cae92988f0686a6ae82a97cee68242cd2bc9c7a46453082a254b324c3d2c072e,inspected; no separate finding recorded,Not executed; static audit only
internal/buyers/store.go,Direct source and cross-file review,"Invitation ownership, business identity, consent and onboarding recovery",F028,a93e823605915184acaf14e3f9ae8c38d5d42eda146f6d7615d2ee2b885dbe73,inspected; findings open,Not executed; static audit only
internal/buyers/store_test.go,Test source read; not executed,"Invitation ownership, business identity, consent and onboarding recovery",,4715fec3ea45cf5a91c4b84a24f0edb36b84aa69670fd4c49f32cae836ed11ad,inspected; no separate finding recorded,Not executed; static audit only
internal/collections/adapter.go,Direct source and cross-file review,"Debt eligibility, reservations, submission, retries and payment recognition",,c8d9086050061f930cd3fab31195ffe7beea14ca78b2efab4deda2e9fa5c2682,inspected; no separate finding recorded,Not executed; static audit only
internal/collections/adapter_test.go,Test source read; not executed,"Debt eligibility, reservations, submission, retries and payment recognition",,5d8f0c988e69a4c81006bf100977d9df1e126ae19c3661fadc5bc9d04c114f81,inspected; no separate finding recorded,Not executed; static audit only
